No.,NT_Name {properties.title},ID,DCMSList,Strapline,Y {latitude},X {longitude},Lines,Town,County,Country,Postcode,Region,Phone,Email,Website {properties.url},"{$.@id=""https://w3id.org/locolligo/National-Trust-Sites""}"
196,Lockeridge Dene and Piggledene,6106,0,"Streams of lichen-rich sarsen stones litter the landscape and provide a safe environment for many species of plants, insects and birds.",51.404998,-1.795089,Lockeridge Lane; Lockeridge,Near Marlborough,Wiltshire,England,SN8 4EQ,South West,4.41673E+11,wiltshire.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lockeridge-dene-and-piggledene,
197,Shugborough Estate,297,1,"A Staffordshire paradise: a rich blend of landscape, monuments, gardens and architecture, shaped by exploration and global encounters.",52.789294,-2.033064,Milford,near Stafford,Staffordshire,England,ST17 0UP,Midlands,4.4189E+11,shugborough@nationaltrust.org.uk,https://www.nationaltrust.org.uk/shugborough-estate,
198,The Fleece Inn,132,1,A traditional English pub,52.090099,-1.86567,Bretforton,near Evesham,Worcestershire,England,WR11 7JE,Midlands,4.41387E+11,fleeceinn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-fleece-inn,
199,Bembridge Windmill,28,1,The only surviving windmill on the Isle of Wight,50.684213,-1.0943815,High Street/Mill Road,Bembridge,Isle of Wight,England,PO35 5SQ,London and South East,4.41984E+11,bembridgemill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bembridge-windmill,
200,The Homewood,179,1,One architect's vision of the future,51.356013,-0.381423,Portsmouth Road,Esher,Surrey,England,KT10 9JL,London and South East,4.43442E+11,thehomewood@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-homewood,
201,Stonehenge Landscape,316,0,A World Heritage Site for its ancient ceremonial landscape of great archaeological interest.,51.177601,-1.82776,--,near Amesbury,Wiltshire,England,--,South West,4.41673E+11,stonehenge@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stonehenge-landscape,
202,Chillerton Down,5073,0,An impressive flank of open downland,50.64444,-1.3207304,--,--,Isle of Wight,England,PO30 3HA,London and South East,4.41984E+11,isleofwight@nationaltrust.org.uk,https://www.nationaltrust.org.uk/chillerton-down,
203,Footprint,6209,0,A truly inspirational space,54.389002,-2.9117954,"Footprint; St Catherine's, Patterdale Road",Windermere,Cumbria,England,LA23 1NH,North West,4.41539E+11,footprint@nationaltrust.org.uk,https://www.nationaltrust.org.uk/footprint,
204,Sizergh,300,1,Beautiful medieval house with rich gardens and estate,54.284168,-2.7716124,Sizergh,near Kendal,Cumbria,England,LA8 8DZ,North West,4.4154E+11,sizergh@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sizergh,
205,Drovers Estate,6057,0,"Nestled in undulating hills, step back to a timeless rural life",50.9111971,-0.7571577,Enter Estate behind the cricket pavillion; Sheepwash Meadow,Singleton,West Sussex,England,PO18 0HA,London and South East,4.41731E+11,southdownscentral@nationaltrust.org.uk,https://www.nationaltrust.org.uk/drovers-estate,
206,Sutton Hoo,323,1,Awe-inspiring Anglo-Saxon royal burial site,52.095652,1.349691,Tranmer House; Sutton Hoo,Woodbridge,Suffolk,England,IP12 3DJ,East of England,4.41394E+11,suttonhoo@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sutton-hoo,
207,Foxbury,90001,0,"A blooming landscape of heathland restoration, open for special events which help people connect to nature",50.957814,-1.575196,"Access via Half Moon car park; Blackhill Road, East Wellow",Romsey,Hampshire,UK,SO51 6AQ,London and South East,4.41426E+11,info.newforest@nationaltrust.org.uk,https://www.nationaltrust.org.uk/foxbury,
208,Danbury Commons and Blakes Wood,5326,0,Explore Essex's second largest area of common land ,51.710061,0.576404,"National Trust Danbury Common; The Armoury, Penny Royal Road",Danbury,Essex,England,CM3 4ED,East of England,4.41245E+11,danbury@nationaltrust.org.uk,https://www.nationaltrust.org.uk/danbury-commons-and-blakes-wood,
209,Pilsdon Pen,5290,0,"One of Dorset's prominent landmarks, dominated by an Iron Age hill fort",50.8,-2.833333,Nr Broadwindsor,Beaminster,Dorset,England,--,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/pilsdon-pen,
210,Lyme,215,1,"Glorious house, surrounded by gardens, moorland and deer park",53.337002,-2.05322,Disley,Stockport,Cheshire,England,SK12 2NR,North West,4.41664E+11,lyme@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lyme,
211,Gray's Printing Press,149,1,18th-century printing press,54.8246,-7.46152,49 Main Street,Strabane,County Tyrone,Northern Ireland,BT82 8AU,Northern Ireland,4.42887E+11,grays@nationaltrust.org.uk,https://www.nationaltrust.org.uk/grays-printing-press,
212,Compton Castle,93,1,Dramatic fortified manor house and small formal garden,50.472198,-3.59649,Marldon,Paignton,Devon,England,TQ3 1TA,South West,4.41804E+11,comptoncastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/compton-castle,
213,Letocetum Roman Baths and Museum,351,1,"Excavated Roman bathhouse, other remains and museum",52.657001,-1.85605,Watling Street; Wall,near Lichfield,Staffordshire,England,WS14 0AW,Midlands,--,letocetum@nationaltrust.org.uk,https://www.nationaltrust.org.uk/letocetum-roman-baths-and-museum,
214,Boarstall Tower,41,1,Fourteenth-century moated gatehouse and beautiful gardens,51.821301,-1.09333,Boarstall,near Bicester,Buckinghamshire,England,HP18 9UX,London and South East,4.41281E+11,boarstalltower@nationaltrust.org.uk,https://www.nationaltrust.org.uk/boarstall-tower,
215,Cushendun,6213,0,"Situated in the heart of the Glens of Antrim, Cushendun village is steeped in character and folklore",55.1257,-6.04293,--,Cushendun,County Antrim,Northern Ireland,BT44 0PH,Northern Ireland,4.42871E+11,cushendun@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cushendun,
216,The Roundhouse,6247,1,"Nineteenth century canal-side stables and stores in Birmingham city centre. To be transformed into a hub from which to explore the city by foot, bike or boat.",52.478946,-1.918828,The Roundhouse; 1 Sheepcote Street,Birmingham,West Midlands,England,B16 8AE,Midlands,--,hello@roundhousebirmingham.org.uk,https://www.nationaltrust.org.uk/roundhouse-birmingham,
217,Coughton Court,90,1,Coughton Court is an imposing Tudor house set in beautiful gardens with a collection of Catholic treasures,52.242802,-1.87794,--,Alcester,Warwickshire,England,B49 5JA,Midlands,4.41789E+11,coughtoncourt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/coughton-court,
218,Embleton and Newton Links,5402,0,Breathtaking stretch of silver sands surrounded by wildlife-rich dunes,55.512768,-1.618353,Low Newton by the Sea,Alnwick,Northumberland,England,NE66 3EW,Yorkshire and North East,--,northumberlandcoast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/embleton-and-newton-links,
219,Lacock,197,1,"Country house with monastic roots, once home to William Henry Fox Talbot, inventor of the photographic negative",51.414799,-2.11941,Lacock,near Chippenham,Wiltshire,England,SN15 2LG,South West,4.4125E+11,lacock@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lacock-abbey-fox-talbot-museum-and-village,
220,Emmetts Garden,123,1,Interesting hillside garden with year-round features,51.250599,0.11573,Ide Hill,Sevenoaks,Kent,England,TN14 6BA,London and South East,4.41733E+11,emmetts@nationaltrust.org.uk,https://www.nationaltrust.org.uk/emmetts-garden,
221,Whipsnade Tree Cathedral,365,0,"Trees, hedges and shrubs planted in the form of a medieval cathedral",51.851636,-0.5358892,Whipsnade,Dunstable,Bedfordshire,England,LU6 2LQ,East of England,4.41583E+11,whipsnadetc@nationaltrust.org.uk,https://www.nationaltrust.org.uk/whipsnade-tree-cathedral,
222,Lamb House,195,1,Georgian house with literary associations,50.949699,0.73426,West Street,Rye,East Sussex,England,TN31 7ES,London and South East,4.41797E+11,lambhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lamb-house,
223,Stoneywell,6140,1,The home of a family who lived and loved the Arts and Crafts ,52.7034271,-1.2706485,Whitcrofts Lane; Ulverscroft,--,Leicestershire,UK,LE67 9QE,Midlands,4.4153E+11,Stoneywell@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stoneywell,
224,TÅ· Mawr Wybrnant,341,1,Traditional stone-built upland 16th-century farmhouse,53.052502,-3.83218,Penmachno,Betws-y-Coed,Conwy,Wales,LL25 0HJ,Wales,4.41767E+11,eryri@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ty-mawr-wybrnant,
225,Mortehoe,6217,0,"Gateway to a wild, remote coast with a rich history of wrecking and smuggling. Amazing walking, wildlife and sunbathing seals.",51.187373,-4.198934,Contact - Woolacombe Rangers; Pay & Display car park (not NT),Mortehoe,Devon,United Kingdom,EX34 7DT - SatNav for car park,South West,4.41272E+11,northdevon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mortehoe,
226,Buckland Abbey,57,0,"Discovery, tranquillity and history â€“ an ancient gem in the Tavy Valley landscape",50.481098,-4.13074,--,Yelverton,Devon,England,PL20 6EY,South West,4.41823E+11,bucklandabbey@nationaltrust.org.uk,https://www.nationaltrust.org.uk/buckland-abbey,
227,Wenlock Edge,6208,0,An 18 mile limestone escarpment,52.5915,-2.57391,--,--,Shropshire,--,--,Midlands,4.41695E+11,wenlockedge@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wenlock-edge,
228,"Pennard, Pwll Du and Bishopston Valley",6096,0,"Rich in industrial heritage, caves, ancient woodland and rare species",51.5669,-4.0878,near Southgate,--,Swansea,Wales,--,Wales,4.41792E+11,gower.admin@nationaltrust.org.uk,https://www.nationaltrust.org.uk/pennard-pwll-du-and-bishopston-valley,
229,Golden Cap,5090,0,Stunning coastline and England's only natural World Heritage Site,50.73693,-2.874292,Golden Cap Estate; Morcombelake,Bridport,Dorset,England,--,South West,4.41297E+11,goldencap@nationaltrust.org.uk,https://www.nationaltrust.org.uk/golden-cap,
230,Little Clarendon,204,1,Late 15th-century stone house and chapel,51.0839,-1.97897,Dinton,Salisbury,Wiltshire,England,SP3 5DZ,South West,4.41673E+11,littleclarendon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/little-clarendon,
231,Yorkshire Coast,384,0,Varied coastal area with natural history and industrial archaeology interest,54.400398,-0.48725,--,near Ravenscar,North Yorkshire,England,--,Yorkshire and North East,4.41724E+11,yorkshirecoast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/yorkshire-coast,
232,Ditchling Beacon,6065,0,Panoramic views from the top of world,50.90084,-0.105186,near Ditchling,--,East Sussex,England,--,London and South East,4.41323E+11,ditchlingbeacon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ditchling-beacon,
233,Knole,193,1,Be part of a 400 year history of visiting Knole,51.267601,0.20122,--,Sevenoaks,Kent,England,TN15 0RP (Sat Nav TN13 1HX),London and South East,4.41732E+11,knole@nationaltrust.org.uk,https://www.nationaltrust.org.uk/knole,
234,St David's Peninsula,5133,0,"A colourful coastline with heaps of history, this pretty peninsula's been a cultural hotspot for thousands of years. Discover the area's ancestry, from Celtic life to Wales' patron saint.",51.880868,-5.26617,--,St David's Peninsula,Pembrokeshire,Wales,SA62,Wales,4.41438E+11,stdavids@nationaltrust.org.uk,https://www.nationaltrust.org.uk/st-davids-peninsula,
235,Acorn Bank,5,1,Delightful garden renowned for its herbs and fruit orchards,54.646301,-2.59228,Temple Sowerby,near Penrith,Cumbria,England,CA10 1SP,North West,4.41768E+11,acornbank@nationaltrust.org.uk,https://www.nationaltrust.org.uk/acorn-bank,
236,Gunby Hall Estate: Monksthorpe Chapel,657,1,Remote late 17th-century Baptist chapel,53.164902,0.16874,Monksthorpe,near Spilsby,Lincolnshire,England,PE23 5PP,Midlands,4.41755E+11,monksthorpe@nationaltrust.org.uk,https://www.nationaltrust.org.uk/gunby-hall-estate-monksthorpe-chapel,
237,The Needles Headland and Tennyson Down,5141,0,"Beautiful open downland,sheer chalk cliffs and dramatic sea views",50.668967,-1.5420824,Tennyson Down; Totland Bay,--,Isle of Wight,England,PO39 0HY,London and South East,4.41984E+11,isleofwight@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-needles-headland-and-tennyson-down,
238,Snowshill Manor and Garden,303,1,"Snowshill is the unconventional home of the eccentric Charles Wade, who delighted in creating a stage for his life and passions.",52.006093,-1.861509,Snowshill,near Broadway,Gloucestershire,England,WR12 7JU,South West,4.41387E+11,snowshillmanor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/snowshill-manor-and-garden,
239,Morston Quay,900012,0,Explore the Norfolk Coast from Morston Quay,52.956741,0.98656,Morston Quay; Quay Lane,Holt,Norfolk,--,NR25 7BH,East of England,4.41264E+11,norfolkcoast@nationaltrust.org.uk,--,
240,Ormesby Hall,250,1,"Home to the Pennyman family, Ormesby Hall, garden and parkland is a green oasis in the heart of industrial Middlesbrough.",54.5432,-1.1829,Church Lane; Ormesby,near Middlesbrough,Redcar & Cleveland,England,TS7 9AS,Yorkshire and North East,4.41642E+11,ormesbyhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ormesby-hall,
241,Porth,6224,0,Creekside and coastal footpaths make for great walking and wildlife spotting. Towan beach at Porth is perfect for children.,50.157783,-4.9867335,Porth; near Portscatho,--,Cornwall,England,TR2 5EX,South West,4.41873E+11,porth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/porth,
242,Allen Banks and Staward Gorge,7,1,Gorge of the River Allen with ornamental and ancient woodland,54.964001,-2.31392,near Ridley Hall; Bardon Mill,Hexham,Northumberland,England,NE47 7BP,Yorkshire and North East,4.41434E+11,allenbanks@nationaltrust.org.uk,https://www.nationaltrust.org.uk/allen-banks-and-staward-gorge,
243,Montacute House,228,1,"A masterpiece of Elizabethan Renaissance architecture and design, with towering walls of glass, glowing ham stone and surrounding garden.",50.950569,-2.715212,Montacute,--,Somerset,England,TA15 6XP,South West,4.41936E+11,montacute@nationaltrust.org.uk,https://www.nationaltrust.org.uk/montacute-house,
244,Templetown Mausoleum,6117,1,The finest example in Ireland of Robert Adam's neoclassical architecture,54.706,-6.095,Antrim Road,Templepatrick,County Antrim,Northern Ireland,BT39 0AH,Northern Ireland,4.42891E+11,--,https://www.nationaltrust.org.uk/templetown-mausoleum,
245,Ventnor Downs,5148,0,Dramatic views from the highest point on the Island,50.603989,-1.197933,Ventnor Downs,Wroxall,Isle of Wight,England,PO38 1AH,London and South East,4.41984E+11,isleofwight@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ventnor-downs,
246,Little Moreton Hall,206,1,Iconic Tudor Manor House,53.126499,-2.24874,--,Congleton,Cheshire,England,CW12 4SD,North West,4.4126E+11,littlemoretonhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/little-moreton-hall,
247,Theatre Royal Bury St Edmunds,328,1,The only surviving Regency playhouse in Britain,52.24063,0.716911,Westgate Street,Bury St Edmunds,Suffolk,England,IP33 1QR,East of England,4.41285E+11,theatreroyal@nationaltrust.org.uk,https://www.nationaltrust.org.uk/theatre-royal-bury-st-edmunds,
248,"Polperro, Looe and Whitsand Bay",6098,0,Exploring South East Cornwall's history and culture,50.36160123,-4.43098783,--,Polperro,Cornwall,England,PL13,South West,4.41727E+11,southeastcornwall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/polperro-looe-and-whitsand-bay,
249,Leigh Woods,5100,0,A wilderness of tranquility set against Brunel's famous suspension bridge,51.454221,-2.641826,--,near Bristol,Bristol,England,--,South West,4.4118E+11,leighwoods@nationaltrust.org.uk,https://www.nationaltrust.org.uk/leigh-woods,
250,Dumpdon Hill Fort,6085,0,An ancient hill fort with views over the Otter Valley,50.831461,-3.169994,Dumpdon Lane; near Beacon,Honiton,Devon,England,EX14,South West,4.41752E+11,southdevon@nationaltrust.org.uk,--,
251,Bossington,6239,0,"A peaceful coastal hamlet on the edge of the Holnicote Estate, with distinctive thatched cottages.",51.22117,-3.582119,on Exmoor; near Minehead,--,Somerset,England,--,South West,4.41644E+11,bossington@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bossington,
252,Hughenden,181,1,Country home of the Victorian statesman Benjamin Disraeli,51.650214,-0.7565552,--,High Wycombe,Buckinghamshire,England,HP14 4LA,London and South East,4.41495E+11,hughenden@nationaltrust.org.uk,https://www.nationaltrust.org.uk/hughenden,
253,Ynys Mon Coast and Countryside,6159,0,TBC,53.412641,-4.517091,--,--,Anglesey,Wales,--,Wales,--,ynysmon@nationaltrust.org.uk,--,
254,Porth y Swnt,6144,0,"Come in and explore, learn, reflect and enjoy the natural environment",52.804818,-4.7116944,Henfaes; Aberdaron,Pwllheli,--,Wales,LL53 8BE,Wales,4.41759E+11,porthyswnt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/porth-y-swnt,
255,Wellbrook Beetling Mill,357,1,Working water-powered mill used in the manufacture of linen,54.6553,-6.83957,20 Wellbrook Road; Corkhill,Cookstown,County Tyrone,Northern Ireland,BT80 9RY,Northern Ireland,4.42887E+11,wellbrook@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wellbrook-beetling-mill,
256,Dorneywood Garden,109,1,"1930s-style garden, with herbaceous borders, cottage garden and lily pond",51.5546,-0.64688,Dorneywood; Dorney Wood Road,Burnham,Buckinghamshire,England,SL1 8PY,London and South East,--,dorneywood@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dorneywood-garden,
257,Wightwick Manor and Gardens,371,1,"Paint, Politics and Pre-Raphaelite Artists",52.582765,-2.196453,Wightwick Bank,Wolverhampton,West Midlands,England,WV6 8EE  Use SAT NAV WV6 8BN,Midlands,4.41903E+11,wightwickmanor@nationaltrust.org.uk,https://www.nationaltrust.org.uk/wightwick-manor-and-gardens,
258,St Catherine's Down and Knowles Farm,5132,0,"A wild rocky coast with jutting cliffs, a windswept down and sheltered wooded valley",50.58043,-1.3028374,--,Blackgang,Isle of Wight,England,PO38 2JB,London and South East,4.41984E+11,isleofwight@nationaltrust.org.uk,https://www.nationaltrust.org.uk/st-catherines-down-and-knowles-farm,
259,Packwood House,255,1,"Much-restored Tudor house, park and garden with notable topiary",52.3465,-1.74551,Packwood Lane,Lapworth,Warwickshire,England,B94 6AT,Midlands,4.41565E+11,packwood@nationaltrust.org.uk,https://www.nationaltrust.org.uk/packwood-house,
260,Croft Castle and Parkland,99,1,"1000 years of power, politics and pleasure in an intimate family home",52.284199,-2.79835,Yarpole,near Leominster,Herefordshire,England,HR6 9PW,Midlands,4.41569E+11,croftcastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/croft-castle-and-parkland,
261,Morden Hall Park,229,0,A park at the heart of the community,51.400611,-0.188722,Morden Hall Road,Morden,London,England,SM4 5JD,London and South East,4.42085E+11,mordenhallpark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/morden-hall-park,
262,The Royal Oak Foundation Conservation Studio,90003,0,Conserving and preserving our history for the future.,51.26717,0.19741,--,Sevenoaks,Kent,--,TN15 0RP (Sat Nav TN13 1HX),London and South East,4.41732E+11,ROFConservationStudio@nationaltrust.org.uk,https://www.nationaltrust.org.uk/the-royal-oak-foundation-conservation-studio,
263,Freshwater West and Gupton Farm,6245,0,"A wild, sandy stretch adored by adventurous souls and nature lovers. Make the most of the coast, head inland for wildlife wows and sleep easy under the stars at our rustic farm campsite.",51.65007,-5.04454,Freshwater West and Gupton Farm; Castlemartin,--,Pembrokeshire,Wales,SA71 5HW,Wales,4.41647E+11,guptonfarm@nationaltrust.org.uk,https://www.nationaltrust.org.uk/freshwater-west-and-gupton-farm,
264,Porthor,5202,0,Famous for its â€˜whistling sands' and glistening waters. ,52.832284,-4.7235739,Porthor; Aberdaron,--,Gwynedd,Wales,LL53 8LG,Wales,4.41759E+11,llyn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/porthor,
265,Failand,5205,0,Rolling countryside with small fields and woodlands divided by hedges and sunken lanes,51.459312,-2.695153,Failand,Nr Bristol,Somerset,England,BS8,South West,4.4118E+11,leighwoods@nationaltrust.org.uk,https://www.nationaltrust.org.uk/failand,
266,Cerne Giant,5072,0,Ancient naked figure sculpted into the chalk hillside above Cerne Abbas,50.812979,-2.475441,--,Cerne Abbas,Dorset,England,DT2 7AL,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cerne-giant,
267,Coleton Fishacre,92,1,A 1920s country retreat complete with luxuriant garden by the sea,50.345299,-3.53439,Brownstone Road,Kingswear,Devon,England,TQ6 0EQ,South West,4.41804E+11,coletonfishacre@nationaltrust.org.uk,https://www.nationaltrust.org.uk/coleton-fishacre,
268,Dinefwr,107,1,Historic Newton House surrounded by a National Nature Reserve and 18th century landscape Deer Park,51.882099,-4.01424,Dinefwr Park; Newton House,Llandeilo,Carmarthenshire,Wales,SA19 6RT,Wales,4.41559E+11,dinefwr@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dinefwr,
269,Bodnant Garden,37,1,A world-famous garden home to National Collections and Champion Trees,53.236099,-3.79996,Tal-y-Cafn,near Colwyn Bay,Conwy,Wales,LL28 5RE,Wales,4.41493E+11,bodnantgarden@nationaltrust.org.uk,https://www.nationaltrust.org.uk/bodnant-garden,
270,Market Hall,4550,1,Outstanding 400-year-old Cotswold market hall,52.050686,-1.780686,High Street,Chipping Campden,Gloucestershire,England,GL55 6AJ,South West,4.41386E+11,markethall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/market-hall,
271,Lorna Doone Valley,90009,0,Mystical valley and peaceful walks in countryside made famous by RD Blackmore,51.216183,-3.728033,Lorna Doone Farm; Malmsmead,Lynton,Devon,UK,EX35 6NU,South West,4.41272E+11,northdevon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lorna-doone-valley,
272,Kinwarton Dovecote,188,1,Circular 14th-century dovecote,52.2232,-1.8495,Kinwarton,near Alcester,Warwickshire,England,B49 6HB,Midlands,4.41789E+11,kinwartondovecote@nationaltrust.org.uk,https://www.nationaltrust.org.uk/kinwarton-dovecote,
273,Whiteford and North Gower,6094,0,The quiet north Gower coast with its extensive saltmarsh and dunes,51.63,-4.2503,--,--,Swansea,Wales,--,Wales,4.41792E+11,gower.admin@nationaltrust.org.uk,https://www.nationaltrust.org.uk/whiteford-and-north-gower,
274,Northumberland Coast,6153,0,TBC,55.48078075,-1.594529286,--,--,--,--,--,--,4.41289E+11,northumberlandcoast@nationaltrust.org.uk,--,
275,Stoke-sub-Hamdon Priory,314,1,"14th/15th-century farm buildings, formerly a priest's residence",50.952,-2.75451,North Street,Stoke-sub-Hamdon,Somerset,England,TA14 6QP,South West,4.41936E+11,stokehamdonpriory@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stoke-sub-hamdon-priory,
276,Blaise Hamlet,36,0,Nine rustic cottages around a green,51.5061,-2.63912,--,Henbury,Bristol,England,BS10 7QY,South West,4.41275E+11,blaisehamlet@nationaltrust.org.uk,https://www.nationaltrust.org.uk/blaise-hamlet,
277,Ulverscroft Nature Reserve,344,0,Reserve in the care of the Leicestershire and Rutland Wildlife Trust,52.701401,-1.27259,Ulverscroft; Copt Oak,near Loughborough,Leicestershire,England,--,Midlands,4.41333E+11,ulverscroftnaturereserve@nationaltrust.org.uk,https://www.nationaltrust.org.uk/ulverscroft-nature-reserve,
278,Mottisfont,232,1,A romantic house and gallery set in beautiful riverside gardens,51.040901,-1.53573,--,near Romsey,Hampshire,England,SO51 0LP,London and South East,4.41794E+11,mottisfont@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mottisfont,
279,Castle Coole,67,1,Magnificent 18th-century mansion and landscape park,54.336184,-7.624401,--,Enniskillen,County Fermanagh,Northern Ireland,BT74 6JY,Northern Ireland,4.42866E+11,castlecoole@nationaltrust.org.uk,https://www.nationaltrust.org.uk/castle-coole,
280,Mompesson House,226,1,Homely and welcoming 18th-century townhouse in the heart of Salisbury's Cathedral Close ,51.0662,-1.79679,The Close,Salisbury,Wiltshire,England,SP1 2EL,South West,4.41722E+11,mompessonhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mompesson-house,
281,Cuckmere Valley,5432,0,Flower-rich chalk grassland with stunning views of the Cuckmere River,50.78974,0.139652,--,--,East Sussex,England,BN26 5TT,London and South East,4.41323E+11,cuckmere@nationaltrust.org.uk,https://www.nationaltrust.org.uk/cuckmere-valley,
282,Flatford,131,0,Discover the views that John Constable painted,51.957802,1.0261,Flatford,East Bergholt,Suffolk,England,CO7 6UL,East of England,4.41206E+11,flatfordbridgecottage@nationaltrust.org.uk,https://www.nationaltrust.org.uk/flatford,
283,Crom,100,1,"Tranquil landscape of islands, woodland and historical ruins",54.162601,-7.44284,Upper Lough Erne,Newtownbutler,County Fermanagh,Northern Ireland,BT92 8AJ,Northern Ireland,4.42868E+11,crom@nationaltrust.org.uk,https://www.nationaltrust.org.uk/crom,
284,Grantham House,147,1,"Handsome town house, with architectural features from various eras and riverside walled garden",52.914799,-0.63818,Castlegate,Grantham,Lincolnshire,England,NG31 6SS,Midlands,--,granthamhouse@nationaltrust.org.uk,https://www.nationaltrust.org.uk/grantham-house,
285,Leith Hill Place,6198,1,Beauty and genius in the Surrey Hills,51.169511,-0.379853, Leith Hill Lane ,Leith Hill,Surrey,England,RH5 6LY,London and South East,4.41307E+11,leithhillplace@nationaltrust.org.uk,https://www.nationaltrust.org.uk/leith-hill-place,
286,2 Willow Road,374,1,Innovative and influential Modernist home from 1939,51.557499,-0.16861,--,Hampstead,London,England,NW3 1TH,London and South East,4.42074E+11,2willowroad@nationaltrust.org.uk,https://www.nationaltrust.org.uk/2-willow-road,
287,Branscombe,49,0,"Tucked away in a valley that runs down to a beach on the famous Jurassic Coast, there is a timeless magic about this old village",50.6922,-3.13646,--,Seaton,Devon,England,EX12 3DB,South West,4.41752E+11,branscombe@nationaltrust.org.uk,https://www.nationaltrust.org.uk/branscombe,
288,Mount Stewart,236,0,"Neo-classical house, celebrated gardens and demesne",54.551498,-5.60127,Portaferry Road,Newtownards,County Down,Northern Ireland,BT22 2AD,Northern Ireland,4.42843E+11,mountstewart@nationaltrust.org.uk,https://www.nationaltrust.org.uk/mount-stewart,
289,Abergwesyn Common,5051,0,A wild and ancient landscape with far-reaching views,52.160639,-3.676753,--,--,Powys,Wales,--,Wales,4.41875E+11,brecon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/abergwesyn-common,
290,Stackpole,611,0,"Discover Stackpole's beautiful stretch of coastline for yourself. With award-winning sandy beaches, tranquil wooded valleys, wildlife-rich lily ponds, walking trails and watersports, there's lots to see and do.",51.612813,-4.926159,Stackpole,near Pembroke,Pembrokeshire,Wales,--,Wales,4.41647E+11,stackpole@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stackpole,
291,Webber's Post,6242,0,"A fine lookout on the Holnicote Estate with views over Horner Wood and the wild expanse of moorland stretching up to Dunkery Beacon, the highest point on Exmoor.",51.18288,-3.571351,on Exmoor; near Minehead,--,Somerset,England,--,South West,4.41644E+11,webberspost@nationaltrust.org.uk,https://www.nationaltrust.org.uk/webbers-post,
292,Colby Woodland Garden,87,1,"Colby's hidden wooded valley is full of surprises. With an industrial past and a secret garden, it's the perfect place for heritage hunting and natural play.",51.742001,-4.67168,--,near Amroth,Pembrokeshire,Wales,SA67 8PP,Wales,4.41835E+11,colby@nationaltrust.org.uk,https://www.nationaltrust.org.uk/colby-woodland-garden,
293,Wakehurst,350,1,Botanical garden with the world's largest seed conservation project,51.064999,-0.08934,Ardingly,Haywards Heath,West Sussex,England,RH17 6TN,London and South East,4.41445E+11,wakehurst@kew.org,https://www.nationaltrust.org.uk/wakehurst,
294,Sheringham Park,296,1,Landscape park and woodland garden with miles of stunning coastal views,52.9240788,1.1814163,--,Upper Sheringham,Norfolk,England,NR26 8TL,East of England,4.41264E+11,sheringhampark@nationaltrust.org.uk,https://www.nationaltrust.org.uk/sheringham-park,
